No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara,,,,,
1308,CG,49,43,SD,SMP,t.a,Supir,30,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1309,CG,39,50,SMA,SMA,Karyawan,Karyawan,5,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1310,CG,28,30,SMP,SMP,t.a,Supir,11,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1311,CG,44,53,SMU,SMA,Honorer,t.a,21,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1312,CG,28,47,SMA,SD,t.a,Petani,9,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1313,CG,23,39,SMP,SMA,Karyawan Toko,Karyawan PLN,6,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1314,CG,47,55,SMP,SMA,Penjual Pakaian,Supir,30,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1315,CG,40,42,SD,SD,t.a,Jual Beli Minyak,17,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1316,CT,38,31,SMA,SMP,Karyawan PT,t.a,10,2,Ekonomi,Cerai,,,,,
1317,CT,51,46,SD,SMP,t.a,t.a,26,4,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1318,CT,32,26,S1,SMA,Karyawan,t.a,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1319,CG,30,38,SD,SD,t.a,Buruh Harian,8,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1320,CG,30,37,SMK,SMA,t.a,Konsultan,10,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1321,CG,28,30,SMA,SMA,t.a,Buruh Harian,12,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1322,CG,46,47,SLTA,SLTA,Jualan Online,Supir Pribadi,5,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1323,CG,44,52,SD,SD,t.a,Petani,31,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1324,CG,29,32,SMP,SD,t.a,Karyawan,11,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1325,CT,47,39,SD,SMA,Petani Tambak,t.a,12,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1326,CG,23,23,SMP,SMA,t.a,Sales,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1327,CT,32,30,S1,D3,Karyawan,t.a,9,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1328,CG,51,54,SD,SD,t.a,Buruh Bangunan,32,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1329,CG,20,32,SMA,SD,t.a,Petani,1,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1330,CG,36,42,S1,SMA,Honorer,TNI,18,3,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1331,CG,28,30,SMA,SMA,t.a,Buruh Harian,5,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1332,CG,22,29,SD,SD,t.a,Buruh Bangunan,5,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1333,CG,29,40,SMP,SD,t.a,Buruh Harian,15,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1334,CT,35,31,SMP,SMA,Buruh Pabrik,t.a,10,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1335,CG,30,30,SD,SD,t.a,Petani,10,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1336,CT,50,54,SD,SD,Ojek Motor,t.a,31,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1337,CG,37,40,SD,SD,t.a,Nelayan,19,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1338,CG,37,33,SD,SD,Karyawan,Nelayan,5,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1339,CG,44,54,SMA,SMP,Pembuat Kue,Petani,12,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1340,CG,21,22,SMP,SD,t.a,Penjual Ikan,2,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1341,CG,21,29,SMA,SMA,t.a,Anak Buah Kapal,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1342,CG,42,45,SMA,SD,t.a,Supir,11,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1343,CG,40,45,SD,SD,t.a,Buruh Bangunan,22,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1344,CG,21,23,SMA,SMK,t.a,t.a,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1345,CG,41,48,SD,SD,Karyawan,Supir,22,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1346,CG,29,30,D3,SMA,Honorer,Karyawan,5,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1347,CT,32,25,SD,SMA,Karyawan,Security,9,2,Ekonomi,Cerai,,,,,
1348,CT,32,37,D3,S1,t.a,t.a,4,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1349,CG,26,38,SMP,SMA,t.a,Honorer,6,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1350,CG,24,28,SMA,SMA,Penyanyi Electone,Pemain Alat Musik Electone,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1351,CG,36,41,D3,SD,t.a,t.a,6,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1352,CT,33,42,SD,SD,Nelayan,t.a,11,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1353,CT,39,37,SMP,SD,Nelayan,t.a,15,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1354,CG,39,38,SD,SD,t.a,t.a,21,5,Meninggalkan Salah Satu pIhak,Tidak Cerai,,,,,
1355,CG,37,45,SD,SD,t.a,Petani,10,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1356,CG,29,35,SMA,SMP,t.a,Buruh Harian,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1357,CG,33,43,SMP,SD,t.a,Buruh Harian,16,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1358,CG,24,39,SD,SD,t.a,Petani,9,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1359,CG,31,30,D3,D3,Honorer,Honorer,4,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1360,CG,43,46,SD,SD,t.a,Petani,28,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1361,CG,22,33,SD,SD,t.a,Buruh Harian,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1362,CG,28,36,S1,SMA,t.a,Karyawan,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1363,CG,42,57,SD,SD,t.a,Petani,6,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1364,CT,41,34,SMA,SMA,Karyawan Bank,t.a,14,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1365,CT,39,33,SMA,SMA,Karyawan PDAM,t.a,4,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1366,CG,24,30,SMA,SD,Penjual Pakaian,Tukang Cukur,7,2,Mabuk,Cerai,,,,,
1367,CG,25,31,S1,SMA,Honorer,t.a,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1368,CG,34,38,SMA,SMP,Honorer,Buruh Harian,13,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1369,CG,48,50,D3,SMA,Penjual Online,Buruh Bangunan,21,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1370,CG,31,42,SMP,SD,t.a,Petani,12,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1371,CG,20,29,SMA,SMA,t.a,Karyawan,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1372,CG,22,35,S1,SMA,Admin CV,Counter HP,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1373,CT,42,39,SMA,SMA,Security,Sales,4,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1374,CG,27,32,SMA,SD,t.a,Buruh Harian,5,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1375,CG,31,30,D3,D3,Honorer,Honorer,4,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1376,CG,43,46,SD,SD,t.a,Petani,28,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1377,CG,22,33,SD,SD,t.a,Buruh Harian,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1378,CG,28,36,S1,SMA,t.a,Karyawan,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1379,CG,42,57,SD,SD,t.a,Petani,6,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1380,CT,41,34,SMA,SMA,Karyawan Bank,t.a,14,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1381,CT,39,33,SMA,SMA,Karyawan PDAM,t.a,4,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1382,CG,24,30,SMA,SD,Penjual Pakaian,Tukang Cukur,7,2,Mabuk,Cerai,,,,,
1383,CG,25,31,S1,SMA,Honorer,t.a,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1384,CG,34,38,SMA,SMP,Honorer,Buruh Harian,13,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1385,CG,48,50,D3,SMA,Penjual Online,Buruh Bangunan,21,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1386,CG,31,42,SMP,SD,t.a,Petani,12,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1387,CG,20,29,SMA,SMA,t.a,Karyawan,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1388,CG,34,35,SD,SD,t.a,Tukang Kayu,13,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1389,CG,39,34,SD,SMA,Buruh,Buruh Bangunan,13,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1390,CG,38,35,SMP,SMP,t.a,Buruh Bangunan,11,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1391,CT,29,20,SMA,SMA,t.a,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1392,CG,40,43,SMP,SMA,t.a,Honorer,22,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1393,CG,47,38,SMA,SMA,Honorer,t.a,12,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1394,CG,28,33,S1,SD,t.a,Tukang Las,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1395,CG,28,25,SD,SMA,t.a,Nelayan,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1396,CG,29,28,SMP,SMA,t.a,Buruh Harian,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1397,CG,23,23,SMA,SD,Karyawan,Tukang Dekorasi Pernikahan,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1398,CG,27,44,SMP,SD,Karyawan,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1399,CG,29,36,SD,SMP,t.a,Nelayan,5,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1400,CG,27,32,SMK,SD,t.a,Tukang Kayu,10,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1401,CG,37,36,SD,SD,t.a,Petani,18,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1402,CT,22,23,SMA,SMA,Buruh,t.a,22,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1403,CG,26,39,SD,SMP,t.a,Supir,3,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1404,CG,33,35,S1,SMA,t.a,Operator Eskavator,5,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1405,CG,32,33,SD,SMA,t.a,Pedagang,13,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1406,CT,37,40,S1,S1,Karyawan,Karyawan PT,14,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1407,CG,28,29,SD,SD,Karyawan PT,t.a,12,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1408,CG,20,22,SD,SD,t.a,Petani,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1409,CT,24,24,SLTA,SLTA,Karyawan PT,t.a,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1410,CG,31,27,SMA,SMA,Karyawan,t.a,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1411,CG,29,32,S2,S1,Notaris,TNI,1,0,Zina,Cerai,,,,,
1412,CG,22,27,SMP,t.a,t.a,Buruh,3,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1413,CG,35,36,S1,S1,t.a,Petani,10,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1414,CG,24,29,SMA,SMA,t.a,Buruh Harian,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1415,CT,27,18,S1,SMP,Honorer,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1416,CT,43,42,SMK,SMA,Karyawan PT,Pedagang,9,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1417,CG,35,40,SMK,SD,t.a,Buruh Bangunan,8,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1418,CG,48,62,SMP,SMP,t.a,TNI,25,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1419,CG,51,52,SMA,S1,t.a,t.a,27,4,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1420,CG,21,40,SMP,SMP,t.a,Tukang Las,5,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1421,CG,44,48,SMA,SMA,Tukang Jahit,t.a,5,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1422,CT,45,31,SD,SMP,Buruh Bangunan,t.a,14,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1423,CG,24,28,SMA,S1,Karyawan,Karyawan,2,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1424,CT,35,28,SD,SLTP,Nelayan,t.a,9,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1425,CG,28,29,SLTA,SLTA,t.a,Supir,8,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1426,CG,31,43,SMP,SD,Karyawan,Nelayan,13,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1427,CT,45,40,SD,SD,Buruh Harian,t.a,21,3,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1428,CG,32,33,SMA,SMA,Pedagang,Tukang Service HP,8,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1429,CG,36,49,SD,SLTA,t.a,Supir,9,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1430,CG,51,54,S1,SMA,PNS,t.a,6,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1431,CG,50,50,SMP,SMA,t.a,Petani,32,4,Ekonomi,Gugur,,,,,
1432,CG,24,29,MA,SD,t.a,Mekanik Bengkel,5,1,Ekonomi,Cerai,,,,,
1433,CG,37,35,S1,S1,PNS,PNS,11,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1434,CG,33,37,D3,SLTA,Karyawan,Pelaut,9,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1435,CG,29,31,S1,S1,Wiraswasta,Honorer,6,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1436,CT,34,22,SLTA,SLTP,Tukang Instalasi Listrik,t.a,5,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1437,CT,37,31,SD,SMP,Pedagang,t.a,14,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1438,CT,35,28,SD,SD,Petani,t.a,7,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1439,CG,28,39,S1,S1,Admin PT,Pelaut,3,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1440,CG,29,31,SD,SMA,t.a,Buruh Harian,10,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1441,CG,21,33,SD,SD,t.a,Buruh Harian,7 Bulan,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1442,CG,44,42,SMA,SMA,t.a,Operator Eskavator,21,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1443,CG,38,52,SMP,SD,t.a,Petani,20,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1444,CT,28,22,SMA,SMA,Karyawan,t.a,7 bBulan,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1445,CT,29,35,SLTA,SD,Karyawan PT,t.a,14,5,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1446,CG,54,57,SMP,SD,t.a,Ojek Online,11,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1447,CG,33,44,SD,S1,Penjual Pakaian,Honorer,14,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1448,CT,47,48,SD,SD,Penjual Ikan,t.a,30,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1449,CG,36,38,S1,S1,PNS,PNS,15,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1450,CG,40,40,S1,S1,PNS,Karyawan PT,18,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1451,CG,39,40,SD,SD,t.a,Buruh Bangunan,16,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1452,CG,51,53,S1,S1,PNS,PNS,2,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1453,CG,47,43,SMP,SD,Karyawan,Petani,24,3,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1454,CG,39,37,S1,SLTA,Karyawan,TNI,11,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1455,CG,28,39,S1,S1,Admin PT,Pelaut,3,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1456,CT,33,24,S1,SMA,Petani,t.a,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1457,CT,57,52,S1,SMP,Pensiunan PNS,Pedagang Pasar,27,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1458,CG,42,51,SD,SD,Karyawan,Petani,19,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1459,CT,24,27,SLTA,S1,Karyawan PT,Honorer,3,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1460,CG,23,34,SLTP ,SD,t.a,Petani,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1461,CG,51,56,SLTP,SD,Penjual Makanan,Penjual Makanan,35,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1462,CG,38,52,SLTP,SLTP,Karyawan,Petani,21,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1463,CG,31,30,SMA,SMA,Honorer,t.a,10,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1464,CG,28,39,S1,S1,Admin PT,Pelaut,3,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1465,CT,33,24,S1,SMA,Petani,t.a,4,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1466,CT,57,52,S1,SMP,Pensiunan PNS,Pedagang Pasar,27,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1467,CG,42,51,SD,SD,Karyawan,Petani,19,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1468,CT,24,27,SLTA,S1,Karyawan PT,Honorer,3,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1469,CG,23,34,SLTP ,SD,t.a,Petani,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1470,CG,51,56,SLTP,SD,Penjual Makanan,Penjual Makanan,35,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1471,CG,38,52,SLTP,SLTP,Karyawan,Petani,21,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1472,CG,31,30,SMA,SMA,Honorer,t.a,10,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1473,CG,36,41,SD,S1,t.a,Buruh Harian,11,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1474,CG,38,50,SD,SD,Penjual Makanan,Karyawan,19,2,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1475,CG,45,48,S1,SMA,ASN,t.a,4,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1476,CT,35,25,SD,SD,Buruh Bangunan,t.a,7,0,Mabuk,Cerai,,,,,
1477,CG,27,28,SD,SLTP,t.a,Buruh Harian,3,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1478,CG,23,32,SLTA,SLTA,Karyawan Rumah Makan,t.a,3,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1479,CT,52,53,SLTP,SLTA,Instalasi Listrik,Karyawan,29,4,Ekonomi,Tidak Cerai,,,,,
1480,CG,44,55,SLTP,SD,t.a,Supir,25,6,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1481,CG,27,30,SLTP,SD,t.a,Nelayan,10,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1482,CG,24,33,SMK,SMA,t.a,Security,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1483,CT,31,31,SMK,S1,Staff Kantor Desa,Perawat,5,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1484,CT,26,22,SMA,SMA,Buruh Harian,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1485,CG,34,56,SLTA,SLTA,t.a,Buruh Harian,14,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1486,CG,40,42,SD,SD,t.a,Buruh Bangunan,1,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1487,CG,31,31,SD,SD,t.a,Buruh Harian,11,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1488,CG,28,27,SLTP,SLTP,Penjual Makanan,Petani,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1489,CG,26,29,S1,S1,Honorer,PHL,7 Bulan,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1490,CG,23,30,SLTP,SD,t.a,Petani,7,1,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1491,CG,21,23,SMP,SD,t.a,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1492,CT,25,25,SMA,SMA,Karyawan PT,Staff Kantor Desa,6,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1493,CG,34,35,SD,SMP,t.a,Pengrajin Batu Nisan,17,3,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1494,CG,44,46,SMA,SD,Staff Kantor Desa,Petani,21,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1495,CG,54,59,S1,SMP,Pemilik Warung,Pensiunan TNI,7,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1496,CG,26,25,SMK,SMK,Karyawan,t.a,3,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1497,CG,37,44,SD,SD,t.a,Buruh Harian,19,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1498,CG,30,30,S1,SMA,Honorer,Operator PT,7 Bulan,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1499,CG,27,26,SMA,SMP,Karyawan PT,Supir,6,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1500,CG,29,22,SD,t.a,t.a,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1501,CG,26,30,SMA,SMA,t.a,Karyawan,3,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1502,CG,23,23,SMK,SMA,Karyawan PT,Buruh Harian,1,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1503,CG,22,27,SLTA,S1,t.a,Buruh Harian,6 Bulan,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1504,CG,47,50,SD,SMP,t.a,Buruh Harian,10,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1505,CG,20,25,SMP,SD,t.a,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1506,CG,49,52,S1,SMA,ASN,ASN,29,4,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1507,CG,43,44,S1,S1,PNS,PNS,3,0,Meninggalkan Salah Satu pIhak,Cerai,,,,,
1508,CG,30,36,SD,SD,t.a,Karyawan,12,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai,,,,,
1509,CG,34,44,D3,SMA,Buruh Harian,Petani,10,2,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1510,CG,23,40,SMP,SD,t.a,Buruh Harian,7,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1511,CG,27,33,tdk,tdk,t.a,Honorer,6,1,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
1512,CT,30,36,SLTA,SD,Wiraswasta,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai,,,,,
