No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara
256,CG,27,26,SMP,SMP,Karyawan,Karyawan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
257,CG,23,29,SMA,SMA,t.a,Supir,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
258,CG,41,36,SMP,SD,t.a,t.a,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
259,CG,25,32,SMA,S1,t.a,t.a,7,2,Meninggalkan Salah Satu Pihak,Cerai
260,CG,26,30,SD,SMA,Karyawan,Penjual Ikan,2,1,Meninggalkan Salah Satu Pihak,Cerai
261,CT,21,20,SD,SMK,Petani,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
262,CT,36,31,SMA,SMA,Penjual bakso,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
263,CG,28,29,SD,SMP,Penjual Pakaian,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
264,CT,37,34,SLTA,S1,Wiraswasta,Karyawan,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
265,CG,26,33,SLTA,SMP,t.a,t.a,6,1,Meninggalkan Salah Satu Pihak,Cerai
266,CG,31,35,SMA,SMA,t.a,sopir,4,3,Meninggalkan Salah Satu Pihak,Cerai
267,CG,19,26,SD,SMP,t.a,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
268,CG,26,28,SMP,SMA,Penyanyi,Penyanyi,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
269,CT,28,24,SMA,SMA,Pedagang,Karyawan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
270,CG,30,29,SMK,SMA,Karyawan,Buruh Bangunan,2,1,Meninggalkan Salah Satu Pihak,Cerai
271,CG,20,24,SMA,SMA,Penjual Pakaian,Buruh Bangunan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
272,CG,20,25,SMA,SMP,t.a,t.a,3,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
273,CG,34,45,SD,SMA,t.a,t.a,15,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
274,CG,40,52,SMA,SMK,Karyawan,Direktur CV,18,6,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
275,CG,24,33,SD,SD,t.a,t.a,4,1,Mabuk,Cerai
276,CG,25,28,SMP,SMA,t.a,Buruh Bangunan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
277,CG,25,31,SMA,D3,Karyawan,Usaha RM,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
278,CG,29,33,S1,SMA,Karyawan,PNS,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
279,CG,22,30,SMK,SD,t.a,Honorer,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
280,CG,26,29,SMP,SMA,t.a,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
281,CG,20,23,SMA,SMA,t.a,Peternak ayam,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
282,CG,34,41,SMP,SMA,t.a,Wiraswasta,13,3,Meninggalkan Salah Satu Pihak,Cerai
283,CT,28,18,SD,SMA,Usaha Bengkel,t.a,2 bulan ,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
284,CG,32,37,S1,SMP,PNS,Honorer,8,2,Ekonomi,Cerai
285,CG,21,25,SMA,SMA,t.a,Karyawan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
286,CT,26,30,S1,SMA,Honorer,Karyawan,1,0,Meninggalkan Salah Satu Pihak,Cerai
287,CG,22,30,SMA,SMP,Karyawan,Karyawan,6,0,Meninggalkan Salah Satu Pihak,Cerai
288,CG,30,33,SMP,SD,Wiraswasta,Supir,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
289,CT,45,35,SD,SMA,Petani,t.a,24,2,Meninggalkan Salah Satu Pihak,Cerai
290,CG,21,23,SD,SMA,t.a,t.a,3,1,Meninggalkan Salah Satu Pihak,Cerai
291,CG,27,31,SMP,SMA,Karyawan,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
292,CG,22,25,SMA,SMA,t.a,t.a,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
293,CG,22,28,SMP,SMP,t.a,Buruh Bangunan,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
294,CG,19,22,SMA,SMA,t.a,Supir,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
295,CT,33,32,SMA,SMP,Karyawan,Supir,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
296,CG,25,27,SD,SD,Karyawan,Penjual Ikan,4,0,Judi,Cerai
297,CT,56,53,SMA,SMA,TNI,t.a,33,4,Meninggalkan Salah Satu Pihak,Cerai
298,CT,27,19,SMA,SMP,Karyawan,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
299,CT,46,44,SMA,SMA,Karyawan,Wiraswasta,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
300,CG,23,34,SMP,SD,Karyawan,Penjual,5,1,Meninggalkan Salah Satu Pihak,Cerai
301,CG,33,46,SMA,SMA,t.a,Karyawan,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
302,CT,35,36,SD,SD,Penjual Buah,t.a,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
303,CT,27,26,SMK,SMA,Karyawan,Karyawan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
304,CG,25,32,SD,SMK,t.a,Petani,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
305,CG,28,49,SMA,SMA,t.a,Karyawan,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
306,CT,40,47,S1,SMA,Jual Beli Sapi,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
307,CG,24,27,SD,SD,t.a,Supir,6,1,Meninggalkan Salah Satu Pihak,Cerai
308,CG,20,22,SMA,SD,t.a,Buruh Bangunan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
309,CG,20,24,SD,SD,t.a,t.a,2,0,Ekonomi,Cerai
310,CG,28,39,SD,SMA,Karyawan,t.a,8,2,Meninggalkan Salah Satu Pihak,Cerai
311,CG,25,29,SD,SD,Karyawan,Petani,8,2,Meninggalkan Salah Satu Pihak,Cerai
312,CG,29,33,SMP,SMP,t.a,Buruh Bangunan,10,0,Meninggalkan Salah Satu Pihak,Cerai
313,CG,28,34,SD,SD,t.a,Petani,12,1,Meninggalkan Salah Satu Pihak,Cerai
314,CT,51,41,SD,SMP,Honorer,t.a,26,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
315,CG,41,34,SMA,SMP,Usaha,Supir,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
316,CG,28,39,SD,SD,Karyawan,Petani,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
317,CT,36,22,SD,SD,Buruh Bangunan,t.a,3,1,Kawin Paksa,Cerai
318,CT,23,23,S1,D3,Honorer,Honorer,3 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
319,CG,24,26,SD,SD,Karyawan,Karyawan,7,1,KDRT,Cerai
320,CG,21,28,SD,SD,Karyawan,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
321,CG,22,25,SMA,SD,Karyawan,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
322,CG,24,31,SMK,SMP,t.a,Security,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
323,CG,24,32,SMP,SMP,t.a,Petani,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
324,CG,21,41,D3,SMA,Penjual Es,PNS,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
325,CG,24,23,SMP,SMP,t.a,Karyawan,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
326,CG,22,28,SD,SD,t.a,Petani,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
327,CT,33,19,SD,SD,Penjual Ikan,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
328,CG,27,25,SMA,SMA,t.a,Wiraswasta,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
329,CG,23,25,SMP,SMA,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
330,CT,26,26,SMP,SMP,Tukang Kayu,Cleaning Service,9,2,Meninggalkan Salah Satu Pihak,Cerai
331,CG,31,30,SMP,SD,Penjual Pakaian,t.a,8,3,Meninggalkan Salah Satu Pihak,Cerai
332,CG,18,20,SMA,SMA,t.a,Penjual Ikan,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
333,CG,19,22,SMP,SMA,t.a,Karyawan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
334,CG,31,36,SD,SD,t.a,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
335,CG,27,27,SD,SD,t.a,t.a,8,1,Ekonomi,Cerai
336,CT,22,19,SMA,SMA,Pengusaha,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
337,CG,40,44,S2,S2,Pengusaha,Dosen,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
338,CG,29,43,SMA,SMA,t.a,PNS,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
339,CG,25,24,S1,SMA,Honorer,Karyawan,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
340,CG,27,26,SD,SMA,t.a,Penjual Es,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
341,CT,31,31,SMA,SMA,Karyawan,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
342,CG,19,22,SD,SD,t.a,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
343,CT,34,32,SMK,SMP,Karyawan,t.a,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
344,CT,41,25,SMA,SMA,Honorer,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
345,CG,27,31,SMA,SMA,Karyawan,Karyawan,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
346,CG,28,29,SMP,SD,t.a,Petani,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
347,CG,36,41,SMP,SD,t.a,Karyawan,17,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
348,CG,27,24,SD,SMP,Karyawan,Supir,4,1,Meninggalkan Salah Satu Pihak,Cerai
349,CG,31,40,SD,SD,t.a,Petani,16,1,Meninggalkan Salah Satu Pihak,Cerai
350,CG,21,25,SD,SD,Penjual Pakaian,Penjual Ikan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
351,CG,24,34,SMP,SD,t.a,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
352,CT,42,38,D3,SMA,Pelaut,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
353,CG,36,39,S1,SMA,Honorer,Buruh Bangunan,18,2,Meninggalkan Salah Satu Pihak,Cerai
354,CG,28,31,SMK,SMA,Penjual Pakaian,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
355,CG,32,36,SMK,SD,t.a,Pengusaha,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
356,CT,25,32,SD,SD,Buruh Bangunan,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
357,CG,22,24,SMA,SD,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
358,CT,43,36,S1,D3,Karyawan,t.a,15,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
359,CG,22,24,SMP,SD,t.a,Penjual Gorengan,5,1,Meninggalkan Salah Satu Pihak,Cerai
360,CG,43,62,SD,SD,Penjual,t.a,17,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
361,CG,24,30,SMA,SD,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
362,CG,26,37,SMA,SD,t.a,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
363,CT,30,23,SMP,SMP,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
364,CT,27,24,SMA,SMA,t.a,Penjual,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
365,CG,74,50,SMA,SMP,PNS,t.a,52,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
366,CG,35,39,SD,SD,t.a,Petani,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
367,CT,38,42,SD,SMA,t.a,Karyawan,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
368,CT,26,20,SMA,SMA,t.a,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
369,CG,20,29,SMA,SMA,Karyawan,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
370,CT,40,22,SMA,SMP,Pengusaha,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
371,CG,44,48,S1,SD,Dosen,t.a,7 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
372,CG,23,31,SD,SD,Penjual Pakaian,Nelayan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
373,CG,37,48,SMP,S1,Karyawan,Honorer,20,2,Ekonomi,Tidak Cerai
374,CT,37,38,SMA,SMP,Pengusaha,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
375,CT,35,29,SMA,SMA,Penjual Ayam,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
376,CG,42,45,SMP,SMA,Petani,Supir,24,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
377,CT,27,23,SD,SD,Penjual Sayur,Karyawan,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
378,CG,39,42,D3,S1,Karyawan,PNS,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
379,CG,20,23,SD,SMP,Karyawan,Buruh Bangunan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
380,CT,23,22,SMA,SMA,Karyawan,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai
381,CT,30,33,SMA,SMA,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
382,CG,53,56,SMA,SMA,t.a,Kontraktor,12,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
383,CT,40,46,SMP,SMA,Supir,t.a,21,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
384,CG,24,26,SD,SD,Penjual Pakaian,Buruh Bangunan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
385,CG,33,39,SMP,SMA,t.a,PNS,13,2,Meninggalkan Salah Satu Pihak,Cerai
386,CG,32,39,SMA,SD,Honorer,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
387,CG,24,32,SD,SD,Karyawan,Penjual Pakaian,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
388,CG,31,30,S1,SMA,Honorer,Guru,5,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
389,CG,26,34,SMA,SMA,t.a,Security,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
390,CG,31,30,SMA,SMA,t.a,Penjual Buah,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
391,CT,27,29,SMK,D3,Security,PNS,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
392,CG,43,45,S1,SMA,t.a,POLRI,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
393,CG,20,26,SMP,SMA,Penjual Pakaian,Karyawan,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
394,CG,34,47,SMP,SD,t.a,Karyawan,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
395,CT,45,49,SMA,S1,Karyawan,PNS,7,0,Meninggalkan Salah Satu Pihak,Cerai
396,CG,22,31,SMP,SD,t.a,t.a,8,1,Meninggalkan Salah Satu Pihak,Cerai
397,CT,59,49,S1,SD,Pensiunan,Tukang Jahit,7 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
398,CG,25,26,SMP,SMP,t.a,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
399,CG,20,20,SMP,SMP,t.a,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
400,CG,31,36,SMA,SMA,t.a,Petani Tambak,14,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
401,CG,21,27,D3,D3,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
402,CG,37,37,SMA,SMP,Karyawan,Petani,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
403,CG,20,24,SD,SD,t.a,t.a,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
404,CT,30,18,SMA,SMP,Karyawan,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai
405,CG,20,21,SMK,SMK,t.a,Supir,5 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
406,CG,23,31,SMA,D3,t.a,Security,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
407,CG,23,41,SD,SD,t.a,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
408,CT,43,50,SD,SD,Tukang Cukur,Penjual Beras,16,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
409,CG,29,31,SMA,SD,Penjual Pakaian,Penjual Ikan,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
410,CT,23,27,SMK,SMK,t.a,Makelar,5,1,Meninggalkan Salah Satu Pihak,Cerai
411,CG,36,53,SMA,SD,t.a,Petani Tambak,17,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
412,CG,22,32,SMP,SMA,Karyawan,Pelaut,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
413,CT,30,26,SMA,SD,Pengusaha,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
414,CG,43,43,t.a,SD,Pembantu,t.a,21,3,Meninggalkan Salah Satu Pihak,Cerai
415,CG,28,33,SD,SMA,t.a,Supir,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
416,CG,45,45,SD,SMP,t.a,Buruh Bangunan,32,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
417,CG,29,27,D2,SMA,t.a,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
418,CT,56,51,SD,SD,Petani Tambak,Penjual Kue,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
419,CT,26,32,SMA,SMP,Wiraswasta,Wiraswasta,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
420,CT,43,52,SMP,SMP,Petani,t.a,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
421,CT,42,45,SMA,SMA,Karyawan,t.a,18,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
422,CG,43,46,SMP,SD,t.a,t.a,26,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
423,CG,35,37,SMA,SMA,Karyawan,Penjual,16,3,Meninggalkan Salah Satu Pihak,Cerai
424,CG,42,52,SMP,SMP,Penjual Kue,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
425,CG,25,31,SMA,SD,t.a,Petani,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
426,CG,19,32,SMA,SMA,Karyawan,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
427,CG,18,25,SD,SMP,t.a,Petani,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
428,CG,34,36,SMP,SMA,t.a,PNS,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
429,CG,31,37,SMA,SMA,Karyawan,t.a,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
430,CT,41,21,SMA,SMP,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
431,CG,25,29,SMP,SD,Karyawan,Petani,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
432,CG,48,44,SD,SMA,Penjual Nasi,Penjual Rokok,20,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
433,CG,36,37,SMK,SMA,t.a,POLRI,13,3,Meninggalkan Salah Satu Pihak,Cerai
434,CG,21,30,SD,SMA,t.a,Cleaning Service,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
435,CG,31,35,D3,SMK,t.a,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
436,CG,18,30,SMP,SD,t.a,Petani,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
437,CT,23,20,SMA,SMA,Honorer,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
438,CT,27,24,S1,SMA,Karyawan,Karyawan,6 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
439,CG,23,26,SD,SMA,t.a,Buruh Bangunan,3,1,Meninggalkan Salah Satu Pihak,Cerai
440,CG,25,31,SD,SMA,t.a,t.a,4,0,Mabuk,Cerai
441,CG,27,32,SD,SD,Karyawan,Buruh Bangunan,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
442,CG,20,24,SD,SMA,Karyawan,Penjual Pakaian,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
443,CG,24,30,SD,SMK,Karyawan,Karyawan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
444,CG,24,30,SMA,SD,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
445,CT,36,26,D2,SMP,Karyawan,Karyawan,9,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
446,CG,21,22,SMA,SMK,t.a,Karyawan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
447,CG,21,25,SMA,SMA,t.a,TNI,1,1,Poligami,Cerai
448,CG,43,46,SMP,SMA,t.a,t.a,22,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
449,CG,23,24,SMA,SD,t.a,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
450,CG,36,35,D3,SMA,Karyawan,Karyawan,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
451,CG,27,30,D3,S1,PNS,Makelar,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
452,CG,30,33,SD,SMA,t.a,Buruh Bangunan,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
453,CT,30,33,SMA,SMA,?,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
454,CG,42,44,SD,SMP,t.a,Karyawan,24,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
455,CG,33,34,SD,SD,t.a,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
456,CT,35,41,SMP,SMA,Karyawan,Karyawan,12,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
457,CG,46,48,Tt.a,SD,t.a,Petani,28,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
458,CG,44,42,SMP,SD,t.a,Nelayan,24,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
459,CG,21,43,SD,SMA,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
460,CG,40,39,SMA,SMK,t.a,t.a,4,0,Meninggalkan Salah Satu Pihak,Cerai
461,CT,60,47,D3,S1,t.a,Pengusaha,28,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
462,CG,34,43,SD,SD,t.a,Petani,20,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
463,CG,43,48,SD,SD,t.a,Petani,21,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
464,CG,26,25,SMA,SMP,Penjual Pakaian,Petani,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
465,CG,18,20,SD,SD,t.a,Buruh Bangunan,19,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
466,CG,35,31,SMA,SD,Honorer,Petani,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
467,CG,31,41,SMA,SMA,kKa,Usaha Bengkel,13,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
468,CG,48,56,SMP,SD,t.a,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
469,CG,25,32,SMK,SMA,K,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
470,CG,23,23,SD,SD,Karyawan,Petani,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
471,CG,46,47,SD,SMA,t.a,Tukang Ojek,26,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
472,CG,28,34,SMA,SMA,t.a,Security,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
473,CG,20,28,SD,SD,K,Petani,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
474,CT,32,34,SMP,SMA,Karyawan,Karyawan,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
475,CT,41,44,SMP,SMA,t.a,t.a,21,1,Meninggalkan Salah Satu Pihak,Cerai
476,CG,31,37,SD,SD,t.a,Petani,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
477,CG,27,27,S1,S1,Marketing,PNS,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
478,CT,70,30,D3,SD,Pensiunan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
479,CT,24,18,SMA,SMP,K,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
480,CT,48,25,t.a,SD,Petani,Petani,1,0,Ekonomi,Cerai
481,CG,37,29,SMP,SMA,t.a,t.a,4,0,Murtad,Cerai
482,CG,36,37,SMK,SMA,t.a,POLRI,13,3,Meninggalkan Salah Satu Pihak,Cerai
483,CT,35,41,SMA,STM,Karyawan,t.a,14,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
484,CG,33,31,SMA,SMA,t.a,t.a,9,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
485,CG,21,24,SMA,SMA,Karyawan,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
486,CG,26,29,SMK,SD,Karyawan,t.a,5,1,Meninggalkan Salah Satu Pihak,Cerai
487,CG,27,31,S1,S1,t.a,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
488,CG,25,22,SMA,SMA,Petani,t.a,4,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
489,CT,46,40,SMA,SMA,Karyawan,Usaha Café,21,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
490,CT,19,33,SMA,SD,Karyawan,Penjual Sate,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
491,CG,45,43,SMA,SD,Honorer,Petani,1,0,Cacat Badan,Cerai
492,CG,24,42,SMP,SMA,t.a,Penjual Beras,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
493,CG,22,21,SMP,SD,t.a,Supir,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
